emotion,Prompt,EA-bart-base,EA-t5-base
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: When I saw,When I saw my boyfriend's dog when I was really young,When I saw my partner who was suffering from alcoholism
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw my ex girlfriend kiss another man,When I saw a friend who was struggling with addiction because I didn't know what was wrong with them
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw someone who wasn't my husband.,When I saw a friend who was struggling with addiction because I didn't know what to do
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw someone who wasn’t my husband.,When I saw a friend who was struggling with addiction because I didn’t know what was wrong with them
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw someone who wasn’t my husband,When I saw a friend who was struggling with addiction because I knew I had to deal with the person and
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw my partner cheating on me in a relationship,When I saw someone else get angry at me for something I did not do
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: When I saw,When I saw someone who wasn’t my husband.,When I saw my partner belittle me for not being the person I was supposed to be.
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: When I saw,When I saw someone who wasn’t my husband,When I saw my partner scold me for something I did not do
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: When I saw,When I saw someone who used to be a very good friend who completely ignored me,When I saw my girlfriends boyfriend cheat on me
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: When I saw,When I saw my best friend down. On purpose because i didnt tell the truth,When I saw my partner belittle me for not doing the job I was supposed to.
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: When I saw,When I saw myself in front of other people,When I saw a friend who was struggling with addiction because I knew I had to deal with the person and
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: When I saw,When I saw my ex girlfriend kiss another man,When I saw my partner belittle me for not being the person I was supposed to be.
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: When I saw,When I saw someone who wasn’t my husband.,When I saw my partner scold me for something I did not do
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: When I saw,When I saw someone being rude to a homeless person,When I saw a friend who was struggling with addiction because I knew I had to deal with the person and
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: When I saw,When I saw someone who wasn't my husband.,When I saw my partner belittle me for not doing the job I was supposed to.
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: When I saw,When I saw someone who wasn’t my husband,When I saw my girlfriends boyfriend cheat on me
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw my ex girlfriend kiss another man,When I saw a friend who was struggling with addiction because I didn't know what was wrong with them
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw someone who wasn’t my husband.,When I saw a friend who was struggling with addiction because I knew I had to deal with the person and
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw someone who wasn’t my husband,When I saw someone else get angry at me for something I did not do
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw my best friend down. On purpose because i didnt tell the truth,When I saw a friend who was struggling with addiction because I didn't know what to do
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw someone who used to be a very good friend who completely ignored me,When I saw a friend who was struggling with addiction because I didn’t know what was wrong with them
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw myself in the mirror and realised how dirty I had been,When I saw my partner scold me for something I did not do
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw myself in front of a group of important people and give training,"When I saw a homeless person who was unwell and didn't want to go to the hospital,"
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw myself in front of other people,When I saw my girlfriends boyfriend get angry at me for not doing something she asked of me earlier.
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw someone who used to be a very good friend who completely ignored me,When I saw a homeless person who was unwell and didn't want to go to the hospital because
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw someone who wasn’t my husband.,When I saw a homeless person who was unwell and didn't want to be homeless
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw my ex girlfriend kiss another man,When I saw a friend who was struggling with addiction because I didn't know what was wrong with them
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw a dead pigeon being eaten by a crow,When I saw a friend who was struggling with addiction because I didn’t know what was wrong with them
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw my ex boyfriend kiss another man,When I saw a friend who was struggling with addiction because I didn't know what to do
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw my neighbor hitting his dog,When I saw my partner belittle me for not being able to do what I normally do
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: When I saw,When I saw someone who wasn't my husband.,When I saw a friend who was struggling with addiction because I knew I had to deal with the person and
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw myself in the mirror and realised how dirty I had been,"When I saw a homeless person who was unwell and didn't want to go to the hospital,"
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw myself on video,When I saw a homeless person being cheated on
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw someone who wasn't my husband.,When I saw a homeless person who was unwell and didn't want to be homeless
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw someone being rude to a homeless person,When I saw my partner scold me for something I did not do
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw myself in the mirror and realised I looked like a whore,When I saw a homeless person who needed medical attention because I couldn't afford it
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw my best friend down. On purpose because i didnt tell the truth,When I saw my partner scold me for something I did not do
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw someone who wasn’t my husband,When I saw my girlfriends boyfriend get angry at me for not doing something she asked of me earlier.
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw someone who wasn’t my husband.,When I saw a friend who was struggling with addiction because I knew I had to deal with the person and
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw my ex girlfriend kiss another man,"When I saw a homeless person who was unwell and didn't want to go to the hospital,"
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: When I saw,When I saw someone who used to be a very good friend who completely ignored me,When I saw someone else get angry at me for something I did not do
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: When I saw,When I saw myself in front of other people,When I saw my partner scold me for something I did not do
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: When I saw,When I saw myself in the mirror and realised how dirty I had been,When I saw my girlfriends boyfriend sneeze at me
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: When I saw,When I saw myself on video,When I saw my girlfriends boyfriend get angry at me for not doing something she asked of me earlier.
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: When I saw,When I saw someone being rude to a homeless person,"When I saw a homeless person who was unwell and didn't want to go to the hospital,"
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: When I saw,When I saw myself in front of a group of important people and give training,When I saw a friend who was struggling with addiction because I knew I had to deal with it.
